repoName,login,week,a,d,c
facebook/infer,martinoluca,2015-08-09 0:00,38,37,2
facebook/infer,martinoluca,2015-09-06 0:00,2,1,1
facebook/infer,martinoluca,2015-09-13 0:00,2,2,1
facebook/infer,martinoluca,2015-09-20 0:00,8,3,1
facebook/infer,martinoluca,2015-09-27 0:00,1,1,1
facebook/infer,martinoluca,2015-10-04 0:00,8,1,1
facebook/infer,martinoluca,2015-11-01 0:00,127,29,1
facebook/infer,martinoluca,2015-11-15 0:00,1,1,1
facebook/infer,martinoluca,2015-11-22 0:00,32,0,1
facebook/infer,martinoluca,2015-11-29 0:00,7,0,1
facebook/infer,martinoluca,2015-12-06 0:00,5,0,1
facebook/infer,martinoluca,2015-12-20 0:00,6,25,1
facebook/infer,martinoluca,2016-01-10 0:00,0,21,1
facebook/infer,martinoluca,2016-02-14 0:00,1,1,1
facebook/infer,martinoluca,2016-02-28 0:00,24,0,1
facebook/infer,martinoluca,2016-03-13 0:00,32,20,1
facebook/infer,martinoluca,2016-05-22 0:00,500,52,1
facebook/infer,martinoluca,2016-05-29 0:00,35,0,1
facebook/infer,martinoluca,2016-06-19 0:00,155,76,1
facebook/infer,martinoluca,2016-07-03 0:00,6,5,2
facebook/infer,martinoluca,2016-07-17 0:00,340,3,3
facebook/infer,martinoluca,2016-07-24 0:00,368,305,2
facebook/infer,martinoluca,2016-07-31 0:00,166,110,2
facebook/infer,martinoluca,2016-08-07 0:00,338,37,3
facebook/infer,martinoluca,2016-08-14 0:00,464,71,2
facebook/infer,martinoluca,2016-08-21 0:00,49,39,3
facebook/infer,martinoluca,2016-09-25 0:00,96,58,2
facebook/infer,cristianoc,2015-06-07 0:00,2,2,1
facebook/infer,cristianoc,2015-06-14 0:00,663,351,4
facebook/infer,cristianoc,2015-06-21 0:00,392,7,4
facebook/infer,cristianoc,2015-06-28 0:00,43,29,1
facebook/infer,cristianoc,2015-07-05 0:00,53,10,2
facebook/infer,cristianoc,2015-07-12 0:00,7053,3401,3
facebook/infer,cristianoc,2015-07-19 0:00,1,4,1
facebook/infer,cristianoc,2015-08-23 0:00,83,31,1
facebook/infer,cristianoc,2015-08-30 0:00,2162,2001,4
facebook/infer,cristianoc,2015-09-06 0:00,252,546,4
facebook/infer,cristianoc,2015-09-20 0:00,507,186,4
